Employee_ID,Name,Age,Department,City,Salary,Joining_Date,Email,Phone_Number,Performance_Score,Bonus_Percentage,Work_Hours_Per_Week,Status,Remarks
59,Lori Prince,,,Kannur,51405.0,24-11-2022,lopezderrick@hotmail.com,99999,,15.0,45.0,ACTIVE,
511,Erin Chavez,,Sales,,,,invalidemail.com,,1.0,20.0,,Active,Good
245,Nicole Harris,-5.0,Finance,Thrissur,40509.0,,invalidemail.com,,,-10.0,100.0,active,Top Performer
513,Donald Lopez,32.0,HR,Kannur,29486.0,,davidjones@hotmail.com,,2.0,20.0,100.0,ACTIVE,Needs Improvement
243,Jill Mills,21.0,HR,Calicut,29284.0,,,99999,4.0,20.0,35.0,active, 
515,Cory Bender,20.0,Support,,,,invalidemail.com,99999,10.0,20.0,100.0,ACTIVE, 
205,Anthony Brady,-5.0,HR,,,22-03-2022,,9387546601,4.0,,45.0,ACTIVE,Good
60,Thomas Hernandez,-5.0,Support,Kannur,,30-12-2025,mcruz@yahoo.com,99999,,10.0,50.0,Pending,
437,Jason Blackwell,120.0,Support,,62453.0,2024/11/19,invalidemail.com,,,-10.0,45.0,active,Needs Improvement
519,Richard Smith,,HR,Thrissur,29297.0,2019/04/23,fernandeztonya@hogan.biz,99999,4.0,15.0,40.0,Inactive, 
520,Daniel Nelson,31.0,,Kochi,,2022/08/01,invalidemail.com,8808789518,5.0,10.0,35.0,ACTIVE,Needs Improvement
521,Christine Johnson,120.0,HR,,,,,,,5.0,100.0,Active,
522,Keith Carter,55.0,Marketing,Kochi,77917.0,20-03-2020,,0832698337,10.0,10.0,45.0,Inactive,Top Performer
523,Samantha Harrington,120.0,Finance,,83325.0,29-07-2024,tony22@alexander.org,7730085183,4.0,20.0,35.0,Inactive,
524,Kristen Mccoy,120.0,Support,,62737.0,07-02-2020,john12@gmail.com,,4.0,10.0,40.0,active,
525,Rachel Craig,,,Kochi,85653.0,,,0403815497,1.0,15.0,45.0,active,Needs Improvement
526,Jacqueline Williams,56.0,Support,,22861.0,,,99999,4.0,20.0,100.0,, 
527,Kara Montgomery,,Support,Kannur,,2018/07/30,,2997282871,5.0,,,,
528,Carla Jackson,25.0,Marketing,Trivandrum,63252.0,2022/04/09,,,,10.0,,ACTIVE,Top Performer
529,Chris Perry,30.0,Sales,,,,,99999,2.0,15.0,100.0,active, 
530,Sydney Wilson,27.0,,,,10-11-2024,invalidemail.com,99999,5.0,-10.0,35.0,active,Top Performer
531,Meghan Gross,120.0,Finance,,94230.0,,,,2.0,-10.0,50.0,ACTIVE,Needs Improvement
532,Jon Barrett,49.0,HR,,31792.0,2025/02/28,invalidemail.com,9618789767,1.0,5.0,50.0,Inactive,
270,Maria Lopez,-5.0,,Trivandrum,66404.0,,invalidemail.com,,4.0,20.0,100.0,active,
365,Janet Russo,28.0,Support,Calicut,,2019/05/03,invalidemail.com,4502048274,,10.0,,Pending,Good
535,Christopher Coleman,,Sales,Trivandrum,66442.0,2023/08/27,invalidemail.com,99999,3.0,20.0,35.0,Inactive,Needs Improvement
536,Allison Scott,51.0,Sales,Thrissur,,2022/08/18,edavis@bauer.com,0471510117,4.0,20.0,,Pending, 
537,Diane Smith,-5.0,,Kannur,,,invalidemail.com,1551145532,10.0,-10.0,45.0,Active, 
538,Angela Morrison,120.0,Support,Kochi,,16-03-2026,,6703601129,5.0,-10.0,100.0,Pending, 
539,Ashley Williams MD,,,Kannur,34224.0,,rebeccachavez@baker.info,2848005578,,,40.0,Active,Top Performer
540,Helen Smith,45.0,IT,,,06-05-2025,invalidemail.com,99999,2.0,20.0,35.0,ACTIVE,Top Performer
541,Bryan Chandler,,HR,Trivandrum,68070.0,25-03-2024,ericksonsarah@robinson.com,99999,4.0,-10.0,40.0,Active, 
542,Ernest Reyes,,IT,Trivandrum,,2020/02/22,invalidemail.com,8430004000,1.0,10.0,40.0,ACTIVE, 
543,Deborah Cole,37.0,Finance,Kannur,,,invalidemail.com,4936155438,4.0,5.0,50.0,,Needs Improvement
544,Randy Martin,,Finance,Thrissur,94830.0,2021/06/21,invalidemail.com,0516757503,10.0,-10.0,,Inactive,Needs Improvement
276,Cody Porter,-5.0,Sales,Kochi,66929.0,2023/02/12,,99999,,10.0,35.0,Active,
546,John Bowman,120.0,Sales,Calicut,,,,,1.0,15.0,35.0,active,Good
547,Daniel Arnold,120.0,,,,2024/12/26,invalidemail.com,4709840914,,15.0,45.0,Inactive,
548,Stephanie Rowe,-5.0,Sales,Kochi,61051.0,,xharper@underwood-lee.com,99999,5.0,-10.0,100.0,active,
16,Ronald Zhang,120.0,,Kannur,28161.0,,invalidemail.com,99999,2.0,-10.0,35.0,Active,
550,Mark Brown,120.0,HR,Kochi,66559.0,,,99999,10.0,-10.0,40.0,Inactive,
551,Jenny Reeves,,,,82597.0,2026/04/30,hunterbrooke@yahoo.com,99999,5.0,,50.0,Inactive, 
552,Lori Espinoza,,Support,Kochi,92148.0,17-09-2025,invalidemail.com,,10.0,10.0,,,Top Performer
553,Meredith Adams,-5.0,Sales,Kannur,21030.0,,,,1.0,15.0,50.0,active,Top Performer
554,Veronica Roberts,34.0,Finance,Kannur,,,invalidemail.com,99999,1.0,20.0,40.0,Pending,Good
555,John Walker,,HR,Trivandrum,47573.0,2021/04/08,michaelramsey@melendez.info,,,5.0,35.0,active,
556,Ronald Hernandez,,Finance,,,01-12-2023,invalidemail.com,,10.0,10.0,35.0,ACTIVE, 
557,Mr. David Huang MD,23.0,IT,Trivandrum,76517.0,,vargasmichael@riggs.net,9824362993,1.0,20.0,35.0,Pending, 
558,Lisa Barnes,-5.0,Sales,Thrissur,25312.0,2023/05/31,daviscassandra@savage.net,,10.0,-10.0,,Active,
559,Laura Rice,41.0,IT,Thrissur,74112.0,2019/04/02,,9860812559,1.0,5.0,35.0,ACTIVE,Good
560,Logan Walker,-5.0,IT,,34512.0,,invalidemail.com,2971692061,2.0,10.0,35.0,Active,Needs Improvement
561,Carolyn Castro,,HR,Kannur,85256.0,2022/06/09,,99999,3.0,15.0,35.0,ACTIVE, 
562,Monica Green,120.0,HR,Calicut,84467.0,,karen22@gmail.com,7855456915,3.0,10.0,100.0,active,
563,Christine Johnson,120.0,HR,Kochi,,2024/12/04,jeremyperez@murphy-farrell.net,99999,2.0,5.0,100.0,Inactive,Needs Improvement
564,Christopher Jackson,,IT,Calicut,,21-02-2023,invalidemail.com,9355326547,1.0,15.0,35.0,ACTIVE,Good
565,Charles Rodriguez,22.0,HR,Calicut,43480.0,2021/06/27,norma66@hotmail.com,1899538743,3.0,-10.0,40.0,Pending, 
566,Craig Sanchez,26.0,,,50239.0,26-01-2026,invalidemail.com,,10.0,5.0,45.0,Inactive,Top Performer
88,Breanna Robinson,24.0,HR,Calicut,66804.0,19-09-2020,vincentrobinson@hotmail.com,,4.0,-10.0,45.0,Pending, 
568,Jose Allen,120.0,,Calicut,74300.0,2020/08/31,tracy92@rodriguez-taylor.biz,7694722122,,15.0,40.0,ACTIVE, 
569,Craig Jackson,-5.0,,,,,invalidemail.com,99999,5.0,20.0,40.0,Pending,Top Performer
138,Thomas Price,57.0,HR,Calicut,,03-07-2020,invalidemail.com,9230238608,4.0,10.0,45.0,active,
571,Jason Hayes,28.0,Finance,Kannur,,,invalidemail.com,3797726008,5.0,5.0,50.0,ACTIVE, 
572,Anthony Tate,120.0,Finance,Kannur,,26-04-2024,williamsleah@taylor-buchanan.info,99999,2.0,15.0,100.0,Active,Top Performer
573,Corey Stevenson,,Sales,Kochi,83767.0,10-05-2022,invalidemail.com,9065528065,5.0,10.0,45.0,Inactive,Top Performer
574,Joshua Russell,120.0,Sales,,50771.0,2025/07/24,invalidemail.com,99999,10.0,20.0,50.0,ACTIVE,Good
575,Deborah Ross,-5.0,HR,Thrissur,,,,99999,,20.0,45.0,Active,Top Performer
225,Heather Mccormick,55.0,Finance,Calicut,42621.0,,pamela49@yahoo.com,99999,,5.0,50.0,,Top Performer
386,Kenneth Howell DDS,120.0,Finance,Thrissur,73799.0,04-03-2022,,5171541087,2.0,10.0,45.0,ACTIVE, 
486,Carol Long,-5.0,HR,Kannur,93219.0,06-01-2020,invalidemail.com,,4.0,-10.0,45.0,Active,Needs Improvement
424,Jessica Webb,,HR,Kochi,31672.0,2022/10/08,invalidemail.com,5297314174,2.0,15.0,100.0,ACTIVE,Good
580,Mary Willis,-5.0,HR,Kochi,77593.0,21-05-2019,,99999,4.0,-10.0,35.0,active,Needs Improvement
419,David Martin,120.0,Marketing,Calicut,,,,,4.0,15.0,40.0,Active,Needs Improvement
582,Andrew Hopkins,120.0,Marketing,Kannur,70328.0,2023/06/29,invalidemail.com,,1.0,-10.0,35.0,Pending,
583,Michael Phillips,,HR,Thrissur,,,invalidemail.com,99999,4.0,-10.0,40.0,, 
584,Gregory Boyd,120.0,Support,Kochi,30521.0,,,,2.0,20.0,50.0,ACTIVE,Good
585,Holly Green,-5.0,HR,Trivandrum,31791.0,12-12-2018,,2295478129,4.0,5.0,35.0,,
586,Monica Campbell,120.0,Sales,,67958.0,30-08-2018,invalidemail.com,,,20.0,50.0,active,Good
487,Christopher Morris,-5.0,,Trivandrum,49757.0,26-10-2022,agilbert@garza-larson.info,7150006859,5.0,5.0,40.0,Pending,Good
588,Angela Klein,,IT,Trivandrum,88078.0,18-03-2021,rhoward@wolf-warner.com,,1.0,-10.0,,Inactive,
589,Patrick Sanford,120.0,IT,Kochi,86534.0,,mariaolsen@hotmail.com,3892945518,10.0,20.0,40.0,Inactive,Top Performer
590,Erica Jimenez,,Support,,,29-10-2020,samantha84@miller.com,3009408124,10.0,-10.0,40.0,,Needs Improvement
591,Maureen Coleman,-5.0,IT,Kochi,,05-03-2023,jacqueline58@wang.org,4393699313,3.0,15.0,40.0,Active,
592,Sharon Obrien,120.0,Sales,Kochi,,21-11-2023,invalidemail.com,99999,10.0,,50.0,Active, 
167,Pamela Mccullough,120.0,HR,,30418.0,,invalidemail.com,,4.0,5.0,45.0,Active, 
594,Catherine Moran,52.0,HR,Kochi,84981.0,,calvin97@hotmail.com,99999,2.0,-10.0,50.0,Inactive, 
595,Ashley Miranda,-5.0,HR,,,13-06-2021,wagnerian@yahoo.com,,5.0,20.0,100.0,Pending,Needs Improvement
406,Caroline Stewart,38.0,HR,,23191.0,,invalidemail.com,99999,2.0,10.0,,Active,Needs Improvement
597,Victoria Lawrence,48.0,Sales,,68002.0,2025/12/03,irobertson@yahoo.com,4450855949,1.0,-10.0,40.0,Inactive,Needs Improvement
598,Kelly Lawrence,-5.0,Finance,Calicut,30027.0,,jonathan54@hotmail.com,5416320482,4.0,10.0,,Inactive,Top Performer
442,Michael Taylor,120.0,IT,Kannur,,09-04-2020,invalidemail.com,99999,4.0,,,,
391,Eric Guerra,47.0,,Trivandrum,38431.0,,,8420120754,5.0,-10.0,40.0,Pending,
288,Brandon Rice,120.0,HR,,,2018/06/22,cervanteskaren@hotmail.com,5156699141,2.0,5.0,35.0,ACTIVE,Top Performer
602,Bradley Simpson,-5.0,Finance,,,,ngreen@gmail.com,99999,1.0,5.0,50.0,ACTIVE,Needs Improvement
179,Marie Todd,43.0,Support,Kannur,51457.0,2018/07/09,,9949416236,2.0,20.0,35.0,Pending,Good
604,Robin Gentry,,Sales,Kochi,77699.0,07-01-2024,,,4.0,20.0,100.0,ACTIVE,Good
425,Scott Moss,120.0,Marketing,Thrissur,85965.0,,invalidemail.com,,3.0,-10.0,50.0,,Good
606,Frank Maldonado,120.0,Sales,Calicut,32322.0,2019/03/05,garrettfox@gmail.com,0604493705,1.0,-10.0,50.0,ACTIVE,
607,Cody Tran,,IT,Calicut,55793.0,,hollandmary@flores.com,99999,5.0,10.0,40.0,Inactive,Good
462,Paul Santiago,48.0,,,,21-06-2023,qschneider@smith.com,99999,1.0,20.0,35.0,Pending,Good
609,Melinda Nunez,20.0,Finance,,,15-06-2022,,,10.0,5.0,35.0,Inactive, 
478,Leroy Stevens,120.0,Marketing,Kannur,,2023/11/13,invalidemail.com,,3.0,15.0,40.0,Pending,
611,Justin Barton,-5.0,,,,2023/12/02,,0440908714,1.0,,35.0,ACTIVE,Top Performer
612,Clifford Davis,120.0,Sales,,80285.0,2022/01/30,uknox@smith.com,,3.0,-10.0,50.0,Inactive, 
220,Amber Houston,-5.0,Finance,Thrissur,,19-08-2021,,4112615998,10.0,,,, 
427,Mason Price,-5.0,Sales,Kannur,,,,3749995818,2.0,10.0,40.0,,Good
615,Casey Jones,120.0,HR,,31824.0,2022/07/10,,99999,,5.0,100.0,Inactive, 
616,Hunter Rodriguez,-5.0,Support,,82482.0,,,99999,,-10.0,,active,Needs Improvement
617,Melody Morales,,Support,Kochi,47301.0,,invalidemail.com,7690838398,10.0,15.0,50.0,ACTIVE,Good
434,Jose Marquez,120.0,,Trivandrum,58737.0,,ithompson@adams.net,,,,,Inactive,Good
619,Lori Rivera,-5.0,Support,Kannur,,24-09-2019,,99999,2.0,-10.0,100.0,,Good
435,Robert Black,-5.0,Finance,,,2020/03/25,kingallen@olson-nguyen.com,99999,2.0,-10.0,40.0,,Needs Improvement
373,Joe Holmes,,Sales,Thrissur,,2022/05/26,invalidemail.com,99999,,20.0,45.0,active,
622,Gregory Douglas,-5.0,Sales,Calicut,,2019/07/09,,2801456590,10.0,-10.0,45.0,active,Needs Improvement
623,Sharon Leblanc,,,,,12-10-2022,,,1.0,15.0,100.0,ACTIVE,Good
624,Ashley Davis,23.0,Finance,Kannur,73982.0,08-07-2025,deborah90@gmail.com,7899493708,5.0,-10.0,45.0,ACTIVE,
625,Jennifer Key,-5.0,IT,Trivandrum,37473.0,,,7698997393,,-10.0,50.0,,Good
324,Roberto Valencia,43.0,Sales,Kochi,,17-04-2022,francistanner@hotmail.com,99999,,-10.0,,Inactive,Good
627,Rebecca Smith,,IT,Kannur,,,,99999,3.0,,40.0,Active,Top Performer
628,Lisa Erickson,-5.0,Sales,Thrissur,26322.0,,,,10.0,-10.0,35.0,Inactive,Good
285,Gregg Brown,40.0,Sales,Calicut,41680.0,,arianagaines@yahoo.com,,2.0,5.0,,Pending,Good
630,Ryan Rodriguez,47.0,HR,Trivandrum,,26-05-2019,,99999,,,50.0,Inactive, 
631,Rebecca Krause,26.0,HR,Kochi,,04-06-2025,fbrown@yahoo.com,99999,10.0,10.0,40.0,ACTIVE, 
374,Patricia Williams,120.0,Finance,Kannur,46316.0,,sstewart@gmail.com,99999,4.0,5.0,45.0,,
633,Jimmy Morris,120.0,Marketing,,27248.0,,,,2.0,20.0,40.0,Pending,
634,Christopher Hodges,27.0,Support,Thrissur,67668.0,2022/02/13,staceyhall@hotmail.com,99999,,5.0,45.0,Pending,Top Performer
635,Ryan Roy,,IT,Kochi,,21-02-2022,alexiscoleman@watson.net,,,15.0,,active,Good
636,Kathy Padilla,58.0,Sales,Calicut,,2020/01/10,invalidemail.com,1301690142,3.0,-10.0,100.0,ACTIVE, 
637,Karen Parks,,IT,Thrissur,,,invalidemail.com,0528591073,,-10.0,45.0,,Needs Improvement
182,Linda Hill,120.0,Finance,Kannur,,,,0467340326,3.0,-10.0,35.0,Pending,
639,Lauren Ayala,,Marketing,Kochi,58991.0,12-03-2020,,99999,5.0,20.0,35.0,active, 
640,Megan Martin,45.0,Marketing,Calicut,85503.0,,markcarlson@patel.com,,4.0,-10.0,,,Top Performer
641,Damon Rios,-5.0,HR,,87220.0,,deanlauren@patterson-williams.com,5677197227,1.0,15.0,40.0,ACTIVE,Top Performer
642,Alan Lee,,,Thrissur,24672.0,27-12-2021,invalidemail.com,99999,4.0,15.0,45.0,Inactive,Good
643,Tamara Ford,-5.0,Sales,Trivandrum,57953.0,19-03-2026,,99999,3.0,15.0,45.0,Active,Good
644,Jeffrey Garcia,-5.0,IT,Calicut,,24-07-2023,,,2.0,20.0,35.0,active,Good
241,Holly Anderson,120.0,Finance,Kannur,38398.0,25-11-2025,,99999,1.0,20.0,100.0,active,Needs Improvement
646,Meghan Reynolds,,Finance,Kochi,36333.0,09-08-2020,invalidemail.com,99999,,15.0,35.0,Inactive,Needs Improvement
216,Timothy Bonilla,-5.0,,,80822.0,,gmurray@yahoo.com,99999,10.0,20.0,,,
648,William Boyd,42.0,,,35225.0,10-08-2025,qsullivan@hotmail.com,,10.0,15.0,50.0,ACTIVE,Good
43,Steven Smith,,Support,Thrissur,,17-11-2019,karensaunders@gmail.com,99999,10.0,5.0,45.0,,Needs Improvement
650,William Hogan,,HR,Kochi,31508.0,25-07-2019,invalidemail.com,0325952910,3.0,10.0,40.0,active,Good
651,Michael Williams,,Finance,Kannur,,2021/09/05,medinajessica@gmail.com,,4.0,-10.0,35.0,Pending,Good
652,Jonathan Washington,40.0,HR,Kochi,64009.0,08-02-2025,jeannepotts@short.com,,,15.0,40.0,Pending,
653,Scott King,120.0,Finance,Trivandrum,,29-11-2021,travismartin@robinson-perez.info,,1.0,-10.0,,Inactive,Top Performer
654,Nicole Rodriguez,120.0,HR,Thrissur,65367.0,2023/07/03,crawfordnathan@lawrence-williamson.biz,2996402900,2.0,-10.0,100.0,ACTIVE,Good
361,Randall Jones,26.0,Marketing,Thrissur,23379.0,2019/08/07,invalidemail.com,,4.0,10.0,,,Needs Improvement
656,Taylor Hernandez,120.0,Finance,Kannur,72815.0,,,4095023905,4.0,5.0,50.0,active, 
657,Gina Sanchez,38.0,Marketing,Kochi,39880.0,,rossmartin@gmail.com,,10.0,20.0,50.0,, 
385,Cindy Powell,-5.0,IT,Thrissur,,2023/05/21,qtorres@morrison.com,5218585485,1.0,10.0,,Inactive, 
659,Eric Holland,,Finance,,,2024/02/11,,0594788209,2.0,10.0,35.0,ACTIVE,Needs Improvement
660,Donald Whitehead,37.0,Support,Calicut,,14-11-2025,,7086226339,1.0,-10.0,45.0,, 
661,Andres Donaldson,120.0,Finance,Kochi,,,mooresophia@turner.org,99999,2.0,-10.0,45.0,Inactive,Top Performer
370,Xavier Gibson,,,Kannur,20049.0,23-12-2018,invalidemail.com,99999,2.0,,100.0,active,Needs Improvement
76,Mark Lewis,-5.0,HR,Kannur,,09-10-2025,ljones@clark.com,3275317369,5.0,20.0,100.0,Inactive,Top Performer
664,Douglas Watts,,Sales,Kannur,,01-08-2019,invalidemail.com,,4.0,5.0,100.0,ACTIVE,Needs Improvement
665,Danielle Gonzalez,20.0,HR,Calicut,,04-08-2022,invalidemail.com,5420264427,,,35.0,Active,Good
666,Kim Johnson,-5.0,,Thrissur,62353.0,2022/05/23,christophervilla@gmail.com,99999,3.0,20.0,40.0,Inactive,Good
667,Lindsay Hale,120.0,Sales,Thrissur,89241.0,2023/07/21,elizabethmiller@robinson.net,7725701382,2.0,5.0,40.0,active,
472,Matthew Moreno,-5.0,HR,Kochi,37316.0,21-06-2022,kylesmith@evans-jenkins.net,99999,3.0,5.0,,Pending,Good
669,Diane Lewis,-5.0,Marketing,Trivandrum,65250.0,,anneshepherd@olson.com,,4.0,10.0,100.0,,Top Performer
470,Charles Kaiser,120.0,,,,06-07-2018,amandahill@barron.com,6998880218,10.0,-10.0,40.0,Pending,Needs Improvement
58,Derek Brown,,Sales,Trivandrum,69196.0,10-11-2025,jennifercolon@lewis-wood.com,99999,3.0,15.0,50.0,active,
672,Jeffrey Davis,-5.0,Marketing,Kannur,72256.0,,,99999,5.0,,40.0,active,Good
673,Michael Nelson,,Finance,Kochi,87067.0,20-02-2024,scottparker@gmail.com,99999,5.0,20.0,40.0,Active,Good
674,Annette Mullins,-5.0,HR,Calicut,,24-01-2026,joshuahays@gonzalez.biz,,2.0,5.0,100.0,,Needs Improvement
675,Angela Kelley,57.0,IT,,,,stanleymarquez@steele.com,5077380200,2.0,15.0,40.0,Active,Needs Improvement
676,Autumn Gray,,Support,Thrissur,28101.0,,invalidemail.com,99999,4.0,-10.0,45.0,active,Good
677,Kenneth Moore,,Sales,Kannur,25864.0,2018/07/24,,99999,5.0,-10.0,45.0,ACTIVE, 
678,Matthew Gibbs,-5.0,HR,,58112.0,15-12-2025,invalidemail.com,,1.0,10.0,50.0,Inactive, 
161,Jennifer Garza,,Sales,,,2021/05/03,,99999,2.0,15.0,35.0,Active,Good
680,Robert Sims,30.0,Sales,Calicut,65540.0,,lhodge@perry.com,99999,2.0,,40.0,,Good
23,Cheryl Lewis,22.0,Finance,Kochi,92727.0,2022/08/16,weaverkathryn@hotmail.com,99999,10.0,15.0,50.0,ACTIVE,Needs Improvement
682,Martin Werner,-5.0,Support,Thrissur,59218.0,09-10-2020,,2480259008,1.0,,50.0,active, 
683,Erik Burnett,,HR,,37862.0,,,0933919470,10.0,-10.0,40.0,ACTIVE, 
684,Kimberly Pearson,120.0,Finance,Thrissur,,2023/01/02,coxsandra@cardenas.com,,10.0,-10.0,50.0,Inactive,Needs Improvement
685,Rebecca Farley,,,,92304.0,2021/08/27,,6277615384,4.0,5.0,50.0,Pending,Needs Improvement
686,Ronald Wilson,25.0,HR,,54715.0,2023/03/08,invalidemail.com,99999,3.0,20.0,100.0,Inactive,Good
206,Deborah Becker,-5.0,Finance,Thrissur,,,invalidemail.com,99999,1.0,-10.0,50.0,ACTIVE,
688,Cindy Ramirez,35.0,HR,,23593.0,11-12-2023,invalidemail.com,99999,2.0,,50.0,Active,Needs Improvement
239,Victoria Evans,-5.0,Sales,Kochi,,02-04-2020,,8716115794,4.0,20.0,40.0,active,Top Performer
360,Whitney Jennings,120.0,IT,Kochi,26450.0,,potterbethany@marshall-perry.com,99999,2.0,-10.0,40.0,Pending, 
691,Sarah Adams,-5.0,HR,Kochi,22105.0,24-01-2021,justin54@white.com,,4.0,15.0,45.0,,Needs Improvement
692,Jasmine Anderson,-5.0,Marketing,Calicut,,,invalidemail.com,5874911438,10.0,5.0,35.0,active,Top Performer
247,Richard Higgins,,Support,Kannur,,2022/08/11,,,4.0,5.0,,ACTIVE,Needs Improvement
694,Darlene Baldwin,40.0,HR,Kannur,93823.0,14-07-2023,invalidemail.com,99999,1.0,-10.0,50.0,Pending, 
695,Jessica Williams,,Support,Calicut,34478.0,2021/02/23,,,10.0,10.0,,active,Needs Improvement
696,Kathy Branch,120.0,Sales,Trivandrum,43055.0,2018/06/30,,8155914978,,20.0,100.0,active,
697,Christopher Humphrey,,IT,Kannur,,2025/03/24,katherine18@gmail.com,,5.0,10.0,,active,
698,Kenneth Johnson,25.0,Sales,,75343.0,18-05-2023,,99999,1.0,20.0,100.0,ACTIVE, 
699,Sara Hester,-5.0,HR,Calicut,83976.0,2024/01/30,,99999,1.0,10.0,50.0,Active,Top Performer
700,Angela Martin,120.0,Finance,,78810.0,2021/10/26,invalidemail.com,99999,,10.0,35.0,active,Good
701,Jaime Medina,,Marketing,Kannur,296296.0,15-05-2018,,99999,2.0,,100.0,active,Good
89,Luis Hernandez,,IT,Calicut,69172.0,08-08-2018,,7143064529,5.0,5.0,100.0,ACTIVE,
703,Victoria Davis,25.0,IT,Kochi,,,,4447374370,1.0,,100.0,ACTIVE,Good
704,Michael Romero,,Support,Calicut,,2026/01/15,ericaknox@young-beard.com,,10.0,10.0,100.0,active,Top Performer
705,Alejandra Perez,-5.0,Marketing,Kochi,36844.0,21-08-2021,chasebell@gmail.com,99999,3.0,10.0,35.0,Active,
52,Jeremy Rice,-5.0,Sales,Kannur,,,daviskathy@garcia-ware.biz,3987801894,,20.0,50.0,Pending,
707,William Sanders,120.0,Finance,Kannur,39116.0,,,,1.0,10.0,,,Top Performer
708,Tanya Harris,120.0,Sales,Calicut,21873.0,26-05-2019,invalidemail.com,3166810098,2.0,5.0,100.0,,Needs Improvement
709,Stephanie Torres,-5.0,IT,Thrissur,53073.0,2024/10/27,vernon64@solomon.com,99999,2.0,10.0,100.0,,Top Performer
710,Bethany Hurley,-5.0,IT,Kannur,69488.0,,,99999,10.0,15.0,,Active, 
711,David Perry,,Sales,Thrissur,,2020/05/14,,99999,3.0,,100.0,ACTIVE,Top Performer
712,Nathaniel Rodriguez,,Sales,Calicut,,,invalidemail.com,99999,2.0,15.0,35.0,Active,Top Performer
713,Jeffrey Harris,34.0,IT,Trivandrum,,,kiara51@abbott.org,,2.0,5.0,,Pending, 
388,Janet Rodriguez,120.0,HR,Calicut,73279.0,05-11-2023,invalidemail.com,99999,1.0,15.0,50.0,Active,Good
715,Michelle Lamb,56.0,Finance,Kochi,60844.0,,,1289147921,4.0,15.0,40.0,active,Good
716,Cody Rogers,-5.0,Sales,,,2024/02/26,,99999,3.0,15.0,45.0,active,Good
25,Michael Stone,-5.0,IT,,82725.0,,laurawest@gmail.com,99999,5.0,5.0,35.0,Inactive,Good
371,Christopher Stein,,Sales,Calicut,60317.0,,invalidemail.com,,1.0,-10.0,35.0,Pending,Good
719,Jessica Martinez,120.0,Support,Calicut,32523.0,01-11-2024,,99999,1.0,10.0,45.0,Inactive, 
720,Olivia Johnson,-5.0,Support,Kannur,34039.0,2021/12/28,invalidemail.com,,4.0,10.0,35.0,Pending,Top Performer
721,Bryan Ingram,24.0,IT,Kochi,49768.0,19-01-2021,robertawallace@sloan.com,,2.0,20.0,50.0,Inactive,
722,Richard Grant,-5.0,Support,Calicut,87159.0,,wallacealyssa@jones-bailey.com,7502896421,2.0,15.0,50.0,active, 
723,Robin Merritt,,Support,Trivandrum,85300.0,,,3013727108,2.0,20.0,35.0,,Good
724,Kelly Williams,-5.0,Finance,Trivandrum,49531.0,25-01-2025,,8236594275,3.0,20.0,40.0,Inactive,
725,Michael Rodriguez,43.0,Sales,,83823.0,2022/01/05,,99999,2.0,15.0,40.0,active,Needs Improvement
726,Kevin Greene,,Sales,Calicut,82699.0,21-10-2022,morgananna@gmail.com,3982763436,5.0,15.0,40.0,Active, 
727,Lindsey Bryan,120.0,IT,Calicut,,12-09-2022,michaelhuynh@brown-wade.com,99999,,15.0,100.0,ACTIVE,Top Performer
319,Dr. Abigail Alexander,,HR,Trivandrum,83960.0,,murphyamy@dalton.org,0069250730,2.0,15.0,50.0,Inactive,Good
729,Edward Farmer,,Support,,80206.0,05-04-2021,,99999,4.0,,35.0,active,Needs Improvement
730,Laura Miller,,,Calicut,20279.0,13-01-2026,chunglawrence@yahoo.com,99999,10.0,-10.0,45.0,active,
731,Kenneth Cruz III,-5.0,Sales,,51730.0,2022/06/18,invalidemail.com,,3.0,,100.0,ACTIVE,
732,Cynthia Bailey,-5.0,,Calicut,86066.0,,hrichards@paul-mcbride.biz,99999,4.0,5.0,40.0,ACTIVE,
472,Laura Johnson,120.0,Support,,65109.0,,invalidemail.com,,2.0,15.0,100.0,Pending,Top Performer
734,Michelle Gould,120.0,,Thrissur,,08-02-2022,invalidemail.com,99999,5.0,15.0,45.0,Active,Good
735,Kyle Douglas,120.0,Marketing,Thrissur,,,marshallmichael@hotmail.com,99999,4.0,15.0,35.0,Pending,Good
736,Grace Moses,120.0,Sales,Kannur,55095.0,2020/06/24,,7981535687,1.0,15.0,40.0,Pending,Top Performer
737,Robert Davis,,Support,Calicut,83797.0,2018/08/05,,4603104671,3.0,10.0,35.0,active,Top Performer
738,David Bowen,120.0,Marketing,Trivandrum,,11-09-2021,,99999,,15.0,,Inactive,Needs Improvement
739,Marcus Young,120.0,Marketing,,50770.0,2021/10/23,,7825593891,4.0,20.0,35.0,Inactive, 
740,Traci Bowen,120.0,IT,Kannur,84036.0,2021/08/30,invalidemail.com,99999,1.0,,35.0,active,Good
741,Christine Taylor,120.0,Sales,,36426.0,2020/10/30,josephstevenson@sexton.com,99999,,5.0,50.0,ACTIVE,
742,Tonya Mueller,58.0,,Trivandrum,53412.0,,invalidemail.com,,3.0,5.0,35.0,, 
743,Terry Blankenship,-5.0,HR,Calicut,24949.0,,,0357134924,3.0,-10.0,45.0,,Good
744,Mrs. Jacqueline Anderson,29.0,Marketing,Kochi,81564.0,24-04-2022,ywilliams@rich.com,0477389767,4.0,5.0,,active,
