CustomerID,Name,Place,Age,Income,LoanAmount,CreditScore,EMI_Delay,Card_Usage,Savings,Online_Shopping,Dependents,Experience,Phone_Hours,Complaint_Count,Policy_Sales,Target
C1285,Sameer,Kochi,48,93000,415000,840,0,87,119000,Yes,3,22,2.5,0,5,1
C1286,Aiswarya,Trivandrum,36,65000,275000,765,1,66,56000,Yes,1,12,4.3,0,3,1
C1287,Shiyas,Kannur,28,44000,168000,655,3,43,25000,No,1,5,6.7,2,1,0
C1288,Anjali,Palakkad,41,78000,355000,800,0,77,90000,Yes,2,14,3.7,0,4,1
C1289,Irfan,Calicut,30,53000,222000,702,2,57,41000,Yes,1,7,5.2,1,2,1
C1290,Megha,Kochi,24,32000,118000,618,5,31,13000,No,0,2,8.5,5,0,0
C1291,Aslam,Thrissur,46,89000,405000,830,0,86,117000,Yes,3,21,2.6,0,5,1
C1292,Revathi,Kollam,37,59000,242000,728,1,61,48000,Yes,2,9,4.7,1,2,1
C1293,Noufal,Malappuram,34,57500,229000,712,2,55,44500,No,1,9,5.6,1,1,0
C1294,Ayana,Calicut,26,34000,128000,628,4,36,15500,No,0,3,7.9,4,0,0
C1295,Faris,Kochi,49,95000,425000,848,0,89,123000,Yes,3,24,2.3,0,5,1
C1296,Nayana,Trivandrum,35,64500,,762,1,64,54500,Yes,1,11,4.4,0,3,1
C1297,Shanid,Kannur,29,45500,172000,668,3,46,27500,No,1,6,6.2,2,1,0
C1298,Devika,Palakkad,43,80500,365000,808,0,80,94000,Yes,2,16,3.5,0,4,1
C1299,Adnan,Calicut,31,54800,233000,713,2,56,43800,Yes,1,8,5.3,1,2,1
C1300,Anjana,Kochi,25,33500,126000,,5,33,14500,No,0,2,8.2,4,0,0
C1301,Rashid,Thrissur,47,90500,408000,832,0,85,116500,Yes,3,22,2.7,0,5,1
C1302,Keerthana,Kollam,38,60200,247000,732,1,63,49500,Yes,2,10,4.5,1,2,1
C1303,Shabeer,Malappuram,33,56800,227000,709,2,54,44200,No,1,8,5.4,1,1,0
C1304,Hiba,Calicut,24,31500,117000,619,5,32,13800,No,0,2,8.3,5,0,0
C1305,Akhil,Calicut,24,32000,120000,690,1,45,18000,Yes,0,2,3.2,0,1,0
C1306,Meera,Kochi,41,76000,350000,810,0,78,95000,Yes,2,14,5.8,1,3,1
C1307,Rahul,Trivandrum,36,54000,240000,720,2,55,42000,No,1,9,4.1,0,2,0
C1308,Fathima,Malappuram,29,48000,180000,680,3,49,30000,Yes,1,5,6.0,2,1,0
C1309,Arjun,Kannur,52,98000,420000,845,0,88,120000,Yes,3,24,2.4,0,5,1
C1310,Niya,Kasaragod,33,61000,250000,740,1,61,50000,No,2,11,4.9,1,2,1
C1311,Aswin,Calicut,27,39000,150000,650,4,40,21000,No,0,4,7.2,3,0,0
C1312,Sneha,Kochi,45,88000,390000,820,0,83,110000,Yes,2,18,3.1,0,4,1
C1313,Vivek,Thrissur,31,57000,230000,710,2,58,46000,Yes,1,8,5.4,1,2,1
C1314,Hiba,Calicut,26,35000,140000,640,5,36,17000,No,0,3,8.1,4,0,0
C1315,Adil,Kollam,39,69000,310000,790,1,70,76000,Yes,2,13,4.0,0,3,1
C1316,Anu,Palakkad,34,62000,260000,750,1,63,52000,Yes,1,10,4.8,1,2,1
C1317,Farhan,Kannur,28,43000,170000,660,3,44,26000,No,1,5,6.5,2,1,0
C1318,Diya,Kochi,47,91000,410000,835,0,85,118000,Yes,3,20,2.7,0,5,1
C1319,Junaid,Calicut,30,52000,220000,700,2,57,40000,Yes,1,7,5.0,1,2,1
C1320,Athira,Thrissur,25,34000,130000,630,4,35,16000,No,0,2,7.8,3,0,0
C1321,Nihal,Kasaragod,43,80000,370000,815,0,80,98000,Yes,2,16,3.4,0,4,1
C1322,Roshni,Kollam,37,58000,240000,725,1,60,47000,Yes,2,9,4.5,1,2,1
C1323,Shamil,Malappuram,32,56000,225000,705,2,54,43000,No,1,8,5.7,1,1,0
C1324,Hana,Calicut,24,31000,115000,620,5,32,14000,No,0,2,8.4,4,0,0
C1325,Ameen,Kochi,50,96000,430000,850,0,90,125000,Yes,3,25,2.2,0,5,1
C1326,Riya,Trivandrum,35,64000,270000,760,1,65,55000,Yes,1,11,4.2,0,2,1
C1327,Faizal,Kannur,29,45000,175000,670,3,47,28000,No,1,6,6.1,2,1,0
C1328,Neha,Palakkad,42,79000,360000,805,0,79,92000,Yes,2,15,3.6,0,4,1
C1329,Ajmal,Calicut,31,55000,235000,715,2,56,44000,Yes,1,8,5.1,1,2,1
C1330,Miya,Kochi,26,36000,145000,645,4,38,18000,No,0,3,7.5,3,0,0
C1331,Sharon,Thrissur,44,87000,400000,825,0,84,115000,Yes,3,19,2.9,0,5,1
C1332,Nimisha,Kollam,38,60000,245000,730,1,62,49000,Yes,2,10,4.6,1,2,1
C1333,Arif,Malappuram,33,57000,228000,710,2,55,45000,No,1,9,5.5,1,1,0
C1334,Liya,Calicut,25,33000,125000,625,5,34,15000,No,0,2,8.0,4,0,0
C1335,Sameer,Kochi,48,93000,415000,840,0,87,119000,Yes,3,22,2.5,0,5,1
C1336,Aiswarya,Trivandrum,36,65000,275000,765,1,66,56000,Yes,1,12,4.3,0,3,1
C1337,Shiyas,Kannur,28,44000,168000,655,3,43,25000,No,1,5,6.7,2,1,0
C1338,Anjali,Palakkad,41,78000,355000,800,0,77,90000,Yes,2,14,3.7,0,4,1
C1339,Irfan,Calicut,30,53000,222000,702,2,57,41000,Yes,1,7,5.2,1,2,1
C1340,Megha,Kochi,24,32000,118000,618,5,31,13000,No,0,2,8.5,5,0,0
C1341,Aslam,Thrissur,46,89000,405000,830,0,86,117000,Yes,3,21,2.6,0,5,1
C1342,Revathi,Kollam,37,59000,242000,728,1,61,48000,Yes,2,9,4.7,1,2,1
C1343,Noufal,Malappuram,34,57500,229000,712,2,55,44500,No,1,9,5.6,1,1,0
C1344,Ayana,Calicut,26,34000,128000,628,4,36,15500,No,0,3,7.9,4,0,0
C1345,Faris,Kochi,49,95000,425000,848,0,89,123000,Yes,3,24,2.3,0,5,1
C1346,Nayana,Trivandrum,35,64500,272000,762,1,64,54500,Yes,1,11,4.4,0,3,1
C1347,Shanid,Kannur,29,45500,172000,668,3,46,27500,No,1,6,6.2,2,1,0
C1348,Devika,Palakkad,43,80500,365000,808,0,80,94000,Yes,2,16,3.5,0,4,1
C1349,Adnan,Calicut,31,54800,233000,713,2,56,43800,Yes,1,8,5.3,1,2,1
C1350,Anjana,Kochi,25,33500,126000,622,5,33,14500,No,0,2,8.2,4,0,0
C1351,Zayan,Dubai,61,250000,950000,910,0,99,850000,Yes,6,38,1.0,0,12,1
C1352,Ridha,Delhi,19,12000,50000,480,9,12,1000,No,0,0,15.0,12,0,0
C1353,Alan,Bangalore,55,180000,720000,890,0,92,500000,Yes,4,30,1.8,0,8,1
C1354,Mila,Mumbai,22,18000,85000,510,7,18,2500,No,0,1,12.5,8,0,0
C1355,Akhil,Calicut,24,32000,120000,690,1,45,18000,Yes,0,2,3.2,0,1,0
C1356,Meera,Kochi,41,76000,350000,810,0,78,95000,Yes,2,14,5.8,1,3,1
C1357,Rahul,Trivandrum,36,54000,240000,720,2,55,42000,No,1,9,4.1,0,2,0
C1358,Fathima,Malappuram,29,48000,180000,680,3,49,30000,Yes,1,5,6.0,2,1,0
C1359,Arjun,Kannur,52,98000,420000,845,0,88,120000,Yes,3,24,2.4,0,5,1
C1360,Niya,Kasaragod,33,61000,250000,740,1,61,50000,No,2,11,4.9,1,2,1
C1361,Aswin,Calicut,27,39000,150000,650,4,40,21000,No,0,4,7.2,3,0,0
C1362,Sneha,Kochi,45,88000,390000,820,0,83,110000,Yes,2,18,3.1,0,4,1
C1363,Vivek,Thrissur,31,57000,230000,710,2,58,46000,Yes,1,8,5.4,1,2,1
C1364,Hiba,Calicut,26,35000,140000,640,5,36,17000,No,0,3,8.1,4,0,0
C1365,Adil,Kollam,39,69000,310000,790,1,70,76000,Yes,2,13,4.0,0,3,1
C1366,Anu,Palakkad,34,62000,260000,750,1,63,52000,Yes,1,10,4.8,1,2,1
C1367,Farhan,Kannur,28,43000,170000,660,3,44,26000,No,1,5,6.5,2,1,0
C1368,Diya,Kochi,47,91000,410000,835,0,85,118000,Yes,3,20,2.7,0,5,1
C1369,Junaid,Calicut,30,52000,220000,700,2,57,40000,Yes,1,7,5.0,1,2,1
C1370,Athira,Thrissur,25,34000,130000,630,4,35,16000,No,0,2,7.8,3,0,0
C1371,Nihal,Kasaragod,43,80000,370000,815,0,80,98000,Yes,2,16,3.4,0,4,1
C1372,Roshni,Kollam,37,58000,240000,725,1,60,47000,Yes,2,9,4.5,1,2,1
C1373,Shamil,Malappuram,32,56000,225000,705,2,54,43000,No,1,8,5.7,1,1,0
C1374,Hana,Calicut,24,31000,115000,620,5,32,14000,No,0,2,8.4,4,0,0
C1375,Ameen,Kochi,50,96000,430000,850,0,90,125000,Yes,3,25,2.2,0,5,1
C1376,Riya,Trivandrum,35,64000,270000,760,1,65,55000,Yes,1,11,4.2,0,2,1
C1377,Faizal,Kannur,29,45000,175000,670,3,47,28000,No,1,6,6.1,2,1,0
C1378,Neha,Palakkad,42,79000,360000,805,0,79,92000,Yes,2,15,3.6,0,4,1
C1379,Ajmal,Calicut,31,55000,235000,715,2,56,44000,Yes,1,8,5.1,1,2,1
C1380,Miya,Kochi,26,36000,145000,645,4,38,18000,No,0,3,7.5,3,0,0
C1381,Sharon,Thrissur,44,87000,400000,825,0,84,115000,Yes,3,19,2.9,0,5,1
C1382,Nimisha,Kollam,38,60000,245000,730,1,62,49000,Yes,2,10,4.6,1,2,1
C1383,Arif,Malappuram,33,57000,228000,710,2,55,45000,No,1,9,5.5,1,1,0
C1384,Liya,Calicut,25,33000,125000,625,5,34,15000,No,0,2,8.0,4,0,0
C1385,Sameer,Kochi,48,93000,415000,840,0,87,119000,Yes,3,22,2.5,0,5,1
C1386,Aiswarya,Trivandrum,36,65000,275000,765,1,66,56000,Yes,1,12,4.3,0,3,1
C1387,Shiyas,Kannur,28,44000,168000,655,3,43,25000,No,1,5,6.7,2,1,0
C1388,Anjali,Palakkad,41,78000,355000,800,0,77,90000,Yes,2,14,3.7,0,4,1
C1389,Irfan,Calicut,30,53000,222000,702,2,57,41000,Yes,1,7,5.2,1,2,1
C1390,Megha,Kochi,24,32000,118000,618,5,31,13000,No,0,2,8.5,5,0,0
C1391,Aslam,Thrissur,46,89000,405000,830,0,86,117000,Yes,3,21,2.6,0,5,1
C1392,Revathi,Kollam,37,59000,242000,728,1,61,48000,Yes,2,9,4.7,1,2,1
C1393,Noufal,Malappuram,34,57500,229000,712,2,55,44500,No,1,9,5.6,1,1,0
C1394,Ayana,Calicut,26,34000,128000,628,4,36,15500,No,0,3,7.9,4,0,0
C1395,Faris,Kochi,49,95000,425000,848,0,89,123000,Yes,3,24,2.3,0,5,1
C1396,Nayana,Trivandrum,35,,272000,762,1,64,54500,Yes,1,11,4.4,0,3,1
C1397,Shanid,Kannur,29,45500,172000,668,3,46,27500,No,1,6,6.2,2,1,0
C1398,Devika,Palakkad,43,80500,365000,808,0,80,94000,Yes,2,16,3.5,0,4,1
C1399,Adnan,Calicut,31,54800,233000,713,2,56,43800,Yes,1,8,5.3,1,2,1
C1400,Anjana,Kochi,25,33500,126000,622,5,33,14500,No,0,2,8.2,4,0,0
C1301,Rashid,Thrissur,47,90500,408000,832,0,85,116500,Yes,3,22,2.7,0,5,1
C1302,Keerthana,Kollam,38,60200,247000,732,1,63,49500,Yes,2,10,4.5,1,2,1
C1303,Shabeer,Malappuram,33,56800,227000,709,2,54,44200,No,1,8,5.4,1,1,0
C1304,Hiba,Calicut,24,31500,117000,619,5,32,13800,No,0,2,8.3,5,0,0
C1305,Akhil,Calicut,24,32000,120000,690,1,45,18000,Yes,0,2,3.2,0,1,0
C1306,Meera,Kochi,41,76000,350000,810,0,78,95000,Yes,2,14,5.8,1,3,1
C1307,Rahul,Trivandrum,36,54000,240000,720,2,55,42000,No,1,9,4.1,0,2,0
C1308,Fathima,Malappuram,29,48000,180000,680,3,49,30000,Yes,1,5,6.0,2,1,0
C1309,Arjun,Kannur,52,98000,420000,845,0,88,120000,Yes,3,24,2.4,0,5,1
C1310,Niya,Kasaragod,33,61000,250000,740,1,61,50000,No,2,11,4.9,1,2,1
C1311,Aswin,Calicut,27,39000,150000,650,4,40,21000,No,0,4,7.2,3,0,0
C1312,Sneha,Kochi,45,88000,390000,820,0,83,110000,Yes,2,18,3.1,0,4,1
C1313,Vivek,Thrissur,31,57000,230000,710,2,58,46000,Yes,1,8,5.4,1,2,1
C1314,Hiba,Calicut,26,35000,140000,640,5,36,17000,No,0,3,8.1,4,0,0
C1315,Adil,Kollam,39,69000,310000,790,1,70,76000,Yes,2,13,4.0,0,3,1
C1316,Anu,Palakkad,34,62000,260000,750,1,63,52000,Yes,1,10,4.8,1,2,1
C1317,Farhan,Kannur,28,43000,170000,660,3,44,26000,No,1,5,6.5,2,1,0
C1318,Diya,Kochi,47,91000,410000,835,0,85,118000,Yes,3,20,2.7,0,5,1
C1319,Junaid,Calicut,30,52000,220000,700,2,57,40000,Yes,1,7,5.0,1,2,1
C1320,Athira,Thrissur,25,34000,130000,630,4,35,16000,No,0,2,7.8,3,0,0
C1321,Nihal,Kasaragod,43,80000,370000,815,0,80,98000,Yes,2,16,3.4,0,4,1
C1322,Roshni,Kollam,37,58000,240000,725,1,60,47000,Yes,2,9,4.5,1,2,1
C1323,Shamil,Malappuram,32,56000,225000,705,2,54,43000,No,1,8,5.7,1,1,0
C1324,Hana,Calicut,24,31000,115000,620,5,32,14000,No,0,2,8.4,4,0,0
C1325,Ameen,Kochi,50,96000,430000,850,0,90,125000,Yes,3,25,2.2,0,5,1
C1326,Riya,Trivandrum,35,64000,270000,760,1,65,55000,Yes,1,11,4.2,0,2,1
C1327,Faizal,Kannur,29,45000,175000,670,3,47,28000,No,1,6,6.1,2,1,0
C1328,Neha,Palakkad,42,79000,360000,805,0,79,92000,Yes,2,15,3.6,0,4,1
C1329,Ajmal,Calicut,31,55000,235000,715,2,56,44000,Yes,1,8,5.1,1,2,1
C1330,Miya,Kochi,26,36000,145000,645,4,38,18000,No,0,3,7.5,3,0,0
C1331,Sharon,Thrissur,44,87000,400000,825,0,84,115000,Yes,3,19,2.9,0,5,1
C1332,Nimisha,Kollam,38,60000,245000,730,1,62,49000,Yes,2,10,4.6,1,2,1
C1333,Arif,Malappuram,33,57000,228000,710,2,55,45000,No,1,9,5.5,1,1,0
C1334,Liya,Calicut,25,33000,125000,625,5,34,15000,No,0,2,8.0,4,0,0
C1335,Sameer,Kochi,48,93000,415000,840,0,87,119000,Yes,3,22,2.5,0,5,1
C1336,Aiswarya,Trivandrum,36,65000,275000,765,1,66,56000,Yes,1,12,4.3,0,3,1
C1337,Shiyas,Kannur,28,44000,168000,655,3,43,25000,No,1,5,6.7,2,1,0
C1338,Anjali,Palakkad,41,78000,355000,800,0,77,90000,Yes,2,14,3.7,0,4,1
C1339,Irfan,Calicut,30,53000,222000,702,2,57,41000,Yes,1,7,5.2,1,2,1
C1340,Megha,Kochi,24,32000,118000,618,5,31,13000,No,0,2,8.5,5,0,0
C1341,Aslam,Thrissur,46,89000,405000,830,0,86,117000,Yes,3,21,2.6,0,5,1
C1342,Revathi,Kollam,37,59000,242000,728,1,61,48000,Yes,2,9,4.7,1,2,1
C1343,Noufal,Malappuram,34,57500,229000,712,2,55,44500,No,1,9,5.6,1,1,0
C1344,Ayana,Calicut,26,34000,128000,628,4,36,15500,No,0,3,7.9,4,0,0
C1345,Faris,Kochi,49,95000,425000,848,0,89,123000,Yes,3,24,2.3,0,5,1
C1346,Nayana,Trivandrum,35,64500,272000,762,1,64,54500,Yes,1,11,4.4,0,3,1
C1347,Shanid,Kannur,29,45500,172000,668,3,46,27500,No,1,6,6.2,2,1,0
C1348,Devika,Palakkad,43,80500,365000,808,0,80,94000,Yes,2,16,3.5,0,4,1
C1349,Adnan,Calicut,31,54800,233000,713,2,56,43800,Yes,1,8,5.3,1,2,1
C1350,Anjana,Kochi,25,33500,126000,622,5,33,14500,No,0,2,8.2,4,0,0
C1351,Zayan,Dubai,61,250000,950000,910,0,99,850000,Yes,6,38,1.0,0,12,1
C1352,Ridha,Delhi,19,12000,50000,480,9,12,1000,No,0,0,15.0,12,0,0
C1353,Alan,Bangalore,55,180000,720000,890,0,92,500000,Yes,4,30,1.8,0,8,1
C1354,Mila,Mumbai,22,18000,85000,510,7,18,2500,No,0,1,12.5,8,0,0
C1355,Akhil,Calicut,24,32000,120000,690,1,45,18000,Yes,0,2,3.2,0,1,0
C1356,Meera,Kochi,41,76000,350000,810,0,78,95000,Yes,2,14,5.8,1,3,1
C1357,Rahul,Trivandrum,36,54000,240000,720,2,55,42000,No,1,9,4.1,0,2,0
C1358,Fathima,Malappuram,29,48000,180000,680,3,49,30000,Yes,1,5,6.0,2,1,0
C1359,Arjun,Kannur,52,98000,420000,845,0,88,120000,Yes,3,24,2.4,0,5,1
C1360,Niya,Kasaragod,33,61000,250000,740,1,61,50000,No,2,11,4.9,1,2,1
C1361,Aswin,Calicut,27,39000,150000,650,4,40,21000,No,0,4,7.2,3,0,0
C1362,Sneha,Kochi,45,88000,390000,820,0,83,110000,Yes,2,18,3.1,0,4,1
C1363,Vivek,Thrissur,31,57000,230000,710,2,58,46000,Yes,1,8,5.4,1,2,1
C1364,Hiba,Calicut,26,35000,140000,640,5,36,17000,No,0,3,8.1,4,0,0
C1365,Adil,Kollam,39,69000,310000,790,1,70,76000,Yes,2,13,4.0,0,3,1
C1366,Anu,Palakkad,34,62000,260000,750,1,63,52000,Yes,1,10,4.8,1,2,1
C1367,Farhan,Kannur,28,43000,170000,660,3,44,26000,No,1,5,6.5,2,1,0
C1368,Diya,Kochi,47,91000,410000,835,0,85,118000,Yes,3,20,2.7,0,5,1
C1369,Junaid,Calicut,30,52000,220000,700,2,57,40000,Yes,1,7,5.0,1,2,1
C1370,Athira,Thrissur,25,34000,130000,630,4,35,16000,No,0,2,7.8,3,0,0
C1371,Nihal,Kasaragod,43,80000,370000,815,0,80,98000,Yes,2,16,3.4,0,4,1
C1372,Roshni,Kollam,37,58000,240000,725,1,60,47000,Yes,2,9,4.5,1,2,1
C1373,Shamil,Malappuram,32,56000,225000,705,2,54,43000,No,1,8,5.7,1,1,0
C1374,Hana,Calicut,24,31000,115000,620,5,32,14000,No,0,2,8.4,4,0,0
C1375,Ameen,Kochi,50,96000,430000,850,0,90,125000,Yes,3,25,2.2,0,5,1
C1376,Riya,Trivandrum,35,64000,270000,760,1,65,55000,Yes,1,11,4.2,0,2,1
C1377,Faizal,Kannur,29,45000,175000,670,3,47,28000,No,1,6,6.1,2,1,0
C1378,Neha,Palakkad,42,79000,360000,805,0,79,92000,Yes,2,15,3.6,0,4,1
C1379,Ajmal,Calicut,31,55000,235000,715,2,56,44000,Yes,1,8,5.1,1,2,1
C1380,Miya,Kochi,26,36000,145000,645,4,38,18000,No,0,3,7.5,3,0,0
C1381,Sharon,Thrissur,44,87000,400000,825,0,84,115000,Yes,3,19,2.9,0,5,1
C1382,Nimisha,Kollam,38,60000,245000,730,1,62,49000,Yes,2,10,4.6,1,2,1
C1383,Arif,Malappuram,33,57000,228000,710,2,55,45000,No,1,9,5.5,1,1,0
C1384,Liya,Calicut,25,33000,125000,625,5,34,15000,No,0,2,8.0,4,0,0
C1385,Sameer,Kochi,48,93000,415000,840,0,87,119000,Yes,3,22,2.5,0,5,1
C1386,Aiswarya,Trivandrum,36,65000,275000,765,1,66,56000,Yes,1,12,4.3,0,3,1
C1387,Shiyas,Kannur,28,44000,168000,655,3,43,25000,No,1,5,6.7,2,1,0
C1388,Anjali,Palakkad,41,78000,355000,800,0,77,90000,Yes,2,14,3.7,0,4,1
C1389,Irfan,Calicut,30,53000,222000,702,2,57,41000,Yes,1,7,5.2,1,2,1
C1390,Megha,Kochi,24,32000,118000,618,5,31,13000,No,0,2,8.5,5,0,0
C1391,Aslam,Thrissur,46,89000,405000,830,0,86,117000,Yes,3,21,2.6,0,5,1
C1392,Revathi,Kollam,37,59000,242000,728,1,61,48000,Yes,2,9,4.7,1,2,1
C1393,Noufal,Malappuram,34,57500,229000,712,2,55,44500,No,1,9,5.6,1,1,0
C1394,Ayana,Calicut,26,34000,128000,628,4,36,15500,No,0,3,7.9,4,0,0
C1395,Faris,Kochi,49,95000,425000,848,0,89,123000,Yes,3,24,2.3,0,5,1
C1396,Nayana,Trivandrum,35,,272000,762,1,64,54500,Yes,1,11,4.4,0,3,1
C1397,Shanid,Kannur,29,45500,172000,668,3,46,27500,No,1,6,6.2,2,1,0
C1398,Devika,Palakkad,43,80500,365000,808,0,80,94000,Yes,2,16,3.5,0,4,1
C1399,Adnan,Calicut,31,54800,233000,713,2,56,43800,Yes,1,8,5.3,1,2,1
C1400,Anjana,Kochi,25,33500,126000,622,5,33,14500,No,0,2,8.2,4,0,0
C1401,Akhil,Calicut,24,32000,120000,690,1,45,18000,Yes,0,2,3.2,0,1,0
C1402,Meera,Kochi,41,76000,350000,810,0,78,95000,Yes,2,14,5.8,1,3,1
C1403,Rahul,Trivandrum,36,54000,240000,720,2,55,42000,No,1,9,4.1,0,2,0
C1404,Fathima,Malappuram,29,48000,180000,680,3,49,30000,Yes,1,5,6.0,2,1,0
C1405,Arjun,Kannur,52,98000,420000,845,0,88,120000,Yes,3,24,2.4,0,5,1
C1406,Niya,Kasaragod,33,61000,250000,740,1,61,50000,No,2,11,4.9,1,2,1
C1407,Aswin,Calicut,27,39000,150000,650,4,40,21000,No,0,4,7.2,3,0,0
C1408,Sneha,Kochi,45,88000,390000,820,0,83,110000,Yes,2,18,3.1,0,4,1
C1409,Vivek,Thrissur,31,57000,230000,710,2,58,46000,Yes,1,8,5.4,1,2,1
C1410,Hiba,Calicut,26,35000,140000,640,5,36,17000,No,0,3,8.1,4,0,0
C1411,Adil,Kollam,39,69000,310000,790,1,70,76000,Yes,2,13,4.0,0,3,1
C1412,Anu,Palakkad,34,62000,260000,750,1,63,52000,Yes,1,10,4.8,1,2,1
C1413,Farhan,Kannur,28,43000,170000,660,3,44,26000,No,1,5,6.5,2,1,0
C1414,Diya,Kochi,47,91000,410000,835,0,85,118000,Yes,3,20,2.7,0,5,1
C1415,Junaid,Calicut,30,52000,220000,700,2,57,40000,Yes,1,7,5.0,1,2,1
C1416,Athira,Thrissur,25,34000,130000,630,4,35,16000,No,0,2,7.8,3,0,0
C1417,Nihal,Kasaragod,43,80000,370000,815,0,80,98000,Yes,2,16,3.4,0,4,1
C1418,Roshni,Kollam,37,58000,240000,725,1,60,47000,Yes,2,9,4.5,1,2,1
C1419,Shamil,Malappuram,32,56000,225000,705,2,54,43000,No,1,8,5.7,1,1,0
C1420,Hana,Calicut,24,31000,115000,620,5,32,14000,No,0,2,8.4,4,0,0
C1421,Ameen,Kochi,50,96000,430000,850,0,90,125000,Yes,3,25,2.2,0,5,1
C1422,Riya,Trivandrum,35,64000,270000,760,1,65,55000,Yes,1,11,4.2,0,2,1
C1423,Faizal,Kannur,29,45000,175000,670,3,47,28000,No,1,6,6.1,2,1,0
C1424,Neha,Palakkad,42,79000,360000,805,0,79,92000,Yes,2,15,3.6,0,4,1
C1425,Ajmal,Calicut,31,55000,235000,715,2,56,44000,Yes,1,8,5.1,1,2,1
C1426,Miya,Kochi,26,36000,145000,645,4,38,18000,No,0,3,7.5,3,0,0
C1427,Sharon,Thrissur,44,87000,400000,825,0,84,115000,Yes,3,19,2.9,0,5,1
C1428,Nimisha,Kollam,38,60000,245000,730,1,62,49000,Yes,2,10,4.6,1,2,1
C1429,Arif,Malappuram,33,57000,228000,710,2,55,45000,No,1,9,5.5,1,1,0
C1430,Liya,Calicut,25,33000,125000,625,5,34,15000,No,0,2,8.0,4,0,0
C1431,Sameer,Kochi,48,93000,415000,840,0,87,119000,Yes,3,22,2.5,0,5,1
C1432,Aiswarya,Trivandrum,36,65000,275000,765,1,66,56000,Yes,1,12,4.3,0,3,1
C1433,Shiyas,Kannur,28,44000,168000,655,3,43,25000,No,1,5,6.7,2,1,0
C1434,Anjali,Palakkad,41,78000,355000,800,0,77,90000,Yes,2,14,3.7,0,4,1
C1435,Irfan,Calicut,30,53000,222000,702,2,57,41000,Yes,1,7,5.2,1,2,1
C1436,Megha,Kochi,24,32000,118000,618,5,31,13000,No,0,2,8.5,5,0,0
C1437,Aslam,Thrissur,46,89000,405000,830,0,86,117000,Yes,3,21,2.6,0,5,1
C1438,Revathi,Kollam,37,59000,242000,728,1,61,48000,Yes,2,9,4.7,1,2,1
C1439,Noufal,Malappuram,34,57500,229000,712,2,55,44500,No,1,9,5.6,1,1,0
C1440,Ayana,Calicut,26,34000,128000,628,4,36,15500,No,0,3,7.9,4,0,0
C1441,Faris,Kochi,49,95000,425000,848,0,89,123000,Yes,3,24,2.3,0,5,1
C1442,Nayana,Trivandrum,35,64500,272000,762,1,64,54500,Yes,1,11,4.4,0,3,1
C1443,Shanid,Kannur,29,45500,172000,668,3,46,27500,No,1,6,6.2,2,1,0
C1444,Devika,Palakkad,43,80500,365000,808,0,80,94000,Yes,2,16,3.5,0,4,1
C1445,Adnan,Calicut,31,54800,233000,713,2,56,43800,Yes,1,8,5.3,1,2,1
C1446,Anjana,Kochi,25,33500,126000,622,5,33,14500,No,0,2,8.2,4,0,0
C1447,Zayan,Dubai,61,250000,950000,910,0,99,850000,Yes,6,38,1.0,0,12,1
C1448,Ridha,Delhi,19,12000,50000,480,9,12,1000,No,0,0,15.0,12,0,0
C1449,Alan,Bangalore,55,180000,720000,890,0,92,500000,Yes,4,30,1.8,0,8,1
C1450,Mila,Mumbai,22,18000,85000,510,7,18,2500,No,0,1,12.5,8,0,0
